,authors,content,date,img_src,tags,title
47,Ron Miller,"VMware signed deals with Microsoft, Google and IBM earlier this year as it has shifted firmly to a hybrid cloud strategy, but it was the deal it signed with AWS this week that has had everybody talking.
The cloud infrastructure market breaks down to AWS with around a third of the market — and everybody else. Microsoft is the closest competitor with around 10 percent. While VMware has had deals in place with other major players, the one with AWS matters more because it gives AWS even greater advantage in the cloud market.
The traditional vendors have taken a hybrid approach with Microsoft and IBM arguing that most large organizations, bogged down in legacy hardware and software, can’t afford to go whole hog into the cloud. It’s an argument that makes sense, especially for their customer bases.
AWS on the other hand has argued that the future is the cloud, and while it welcomed any customers, it made its bet with the companies moving to the cloud or who were born there. That approach has clearly worked with the company on an $11.5 billion run rate this year.
Meanwhile, in spite of those strategic deals with other larger IT vendors, VMware has struggled with the cloud market. It boasts almost 100 percent penetration inside the data center. It was and remains the go-to company for server virtualization, and while that worked fine in a data center-centric world, that world is changing rapidly.
What VMware did was provide a way to make use of all the resources in a machine in a much more efficient way, letting you break down that single server into multiple virtual machines. That was great for its time in the early 2000s when servers were expensive and finding ways to use them as efficiently as possible was a prime objective for IT.
The cloud changed all of that, moving the virtual machine to the cloud where you could spin up whatever resources you needed whenever you wanted and only pay for the resources you were actually using. If you needed more, you simply spun up more. If you needed less, you could take them down. That put the data center model — and VMware — at a distinct disadvantage.
You couldn’t just go out and buy more servers every time your work loads demanded it. There was a procurement process and it took weeks or months, while the cloud let you satisfy your needs almost instantly.
VMware has actually been dabbling in the cloud since around 2010 starting with an early Platform as a Service play called VMforce, which was supposed to work with Salesforce. It also began flirting with partnerships at around the same time with an early partnership with Google to take on the fledgling Microsoft Azure.
It made another hybrid cloud attempt in 2013 with the launch of vCloud Hybrid Service. It even originally launched CloudFoundry, the open source private cloud platform, which eventually became part of Pivotal, the company that EMC, VMware and GE spun out in 2012.
None of these gained much traction for VMware, however as the company was competing with all of these other vendors including AWS, Google, Microsoft and IBM — and there was little to separate itself from the pack. That brings us to the present day where the company is taking a new stab at the hybrid model and partnering like crazy with its former competitors.
Teaming with AWS is a different matter than the previous announcements because with AWS it gets the top player in the market, which could help salvage its cloud business (and indeed its entire business) after so many false starts.
As for AWS, it gets to play in the hybrid playground where it has had limited access until now. That gives the cloud infrastructure giant a way to go after Microsoft and IBM right in their prime markets and possibly gain even more marketshare.
People were talking because it was the biggest deal for VMware by far, and as for AWS, well it was a case of the rich getting richer. That has to have the competitors feeling pretty nervous today as AWS puts a stake in the ground right in their territory — and VMware gets to come along for the ride.",2016-10-14,https://tctechcrunch2011.files.wordpress.com/2016/10/2016-10-13_1334.png?w=738,"hybrid-cloud,infrastructure-as-a-service,aws,vmware",AWS gets richer with VMware partnership
48,Frederic Lardinois,"It’s been an open secret that Amazon’s AWS division and VMware were going to announce a partnership at a press conference in San Francisco later today. Thanks to VMware mistakenly posting its announcement early, we didn’t have to wait for the afternoon to know what the two companies will announce.
In what is surely a play to get more enterprises to move to AWS over its competitors — and to protect VMware’s leadership around virtual machines, VMware and AWS are bringing VMware’s software-defined data center software to AWS under the ‘VMware Cloud on AWS‘ moniker.

This means that all of VMware’s infrastructure software like vSphere, VSAN and NSX will soon run on AWS. The service is currently in its technology preview phase and an invite-only beta will start in early 2017 and the service will likely come out of beta in mid-2017.
The service will be operated, sold and supported by VMware (not AWS) but integrate with the rest of AWS’ cloud portfolio (think storage, database, analytics and more).
“Our customers continue to ask us to make it easier for them to run their existing data center investments alongside AWS,” wrote Andy Jassy, CEO, AWS, in today’s announcement. “Most enterprises are already virtualized using VMware, and now with VMware Cloud on AWS, for the first time, it will be easy for customers to operate a consistent and seamless hybrid IT environment using their existing VMware tools on AWS, and without having to purchase custom hardware, rewrite their applications, or modify their operating model.”
At their event today, the two companies introduced a number of early customers. These include Western Digital and Sysco.
The companies stress that this is a jointly architected service that “represents a significant investment in engineering, operations, support and sales resources from both companies.” It will run on a dedicated AWS infrastructure that was “purpose-built for this offering.” VMware CEO Pat Gelsinger also today stressed the fact that AWS and VMware worked very closely together to create this service and stressed that this will become VMware’ primary public cloud solution.

“Currently in Technology Preview, VMware Cloud on AWS, will bring VMware’s enterprise class Software-Defined Data Center software to the AWS cloud, and will enable customers to run any application across vSphere-based private, public and hybrid cloud environments,” VMware’s Mark Lohmeyer writes in today’s (currently deleted) announcement. “It will be operated, managed and sold by VMware as an on-demand, elastically scalable service and customers will be able to leverage AWS services such as developer tools, analytics, databases, and more.”

While Microsoft, IBM and others have strongly focused on the idea of the “hybrid cloud” (that is, a setup where an enterprise uses both its own data centers and public cloud services like Azure, Google Cloud or AWS), Amazon has mostly ignored this market.
Given that VMware already dominates in many of these enterprise’s own on-premises data centers but doesn’t own a public cloud service to give these users a hybrid option — and that AWS doesn’t offer an on-premises version of its services — it makes sense for these two companies to team up now.
VMware also stressed in its announcement the hybrid capabilities this partnership enables and notes that it will bring “full VM compatibility and total workload portability between the datacenter and the AWS cloud.”

It’s worth noting that AWS already offered some support for VMware’s vCenter for managing virtual machines. Thanks to this, vCenter admins have long been able to manage their AWS EC2 cloud computing instances using the same software they use for managing their VMware virtual machines. That service, too, made it relatively easy to move existing virtual machines to EC2.
As IBM kindly pointed out in a series of emails meant to preempt today’s announcement, VMware and IBM already teamed up and announced a partnership back in February. This deal with AWS seems to go quite a bit further, though.
Update: we updated this post to reflect AWS’ and VMware’s comments at their press conference today.
Here is full blog post that VMware has now deleted but that I expect will go up again around 1:30pm PT today when the AWS press conference starts:",2016-10-13,https://tctechcrunch2011.files.wordpress.com/2016/10/2016-10-13_1335.png?w=738,"cloud,hybrid-cloud,vmware,aws",VMware’s new cloud service will run on AWS
49,Ron Miller,"Atlassian wants the best of both the cloud and data center worlds, and it announced at the Atlassian Summit today that it was expanding its data center-cloud strategy with new products.
At a time when companies are shifting their business to the cloud, it may seem like an odd approach to offer both cloud and on-prem products, but Atlassian sees it as hedging its bets in a world that remains very much hybrid.
The company makes a variety of tools designed to help development (and other department) teams work together including HipChat, Jira, Confluence and BitBucket. Over the years they have seen the size of deployments rise dramatically with as high as 50,000 users running on Jira, according to Atlassian president Jay Simons. Some customers weren’t comfortable running these massive deployments in the cloud.
To meet that demand, the company introduced its data center product line a few years ago, and today it’s expanding that line to include HipChat Data Center in Beta. HipChat is the chat tool that competes with Slack (and now Workplace by Facebook) in the enterprise messaging space.
Simons says like the other data center products, they created HipChat Data Center for companies that prefer to run their software on their own infrastructure.
The company also announced the ability to upgrade Jira Software Data Center without taking the system down. This is particularly important to customers because they often use Jira to manage mission critical projects and downtime can mean lost business.
“Part of challenge behind on prem is that when you upgrade, you need to take it offline. We’ve added features to let you upgrade without taking the system offline,” Simons explained.
And for those who want to deploy to cloud infrastructure instead of the data center, Atlassian announced improved support for companies deploying their data center products on Amazon Web Services.
While the company acknowledges, it’s challenging to maintain a cloud and on-prem product set, it believes it’s providing customers a choice to deploy wherever and however they want.
Atlassian has the distinction of being profitable for 10 straight years. They tend to sell over the web (although that would seem to be more difficult with on-prem products than those in the cloud). It went public last December after raising $210 million. Today it has a market cap of over $6 billion.
 ",2016-10-12,https://tctechcrunch2011.files.wordpress.com/2016/10/gettyimages-500532386.jpg?w=738,"messaging,collaboration,developer-tools,atlassian",Atlassian keeps one foot in the data center and one in the cloud with new products
50,Frederic Lardinois,"Serverless offers developers an open source framework that allows them to more easily write applications for platform like AWS Lambda and — in the near future — Microsoft’s Azure Functions and Google’s Cloud Functions. The company today announced that its framework is now out of beta and that it has raised a $3 million seed round led by Trinity Ventures.
The serverless movement that gives Serverless its name is, of course, a bit of a misnomer. The overall idea here is to abstract all of the actual infrastructure away so developers can deploy their code for what are usually event-driven compute services like Lambda. Those services then execute that code when it’s triggered — and all of that code then runs on AWS’ servers, of course.
Still, the name works and Serverless founder and CEO Austen Collins was one of the first to see the potential for building a framework that would allow enterprises and startups to more easily develop for this new compute model. “I thought it was fun and something that — while not technically accurate because it takes lots of servers to power a serverless platform — is a very efficient term in describing the holy grail for developers,” Collins said.
Before founding Serverless, Collins was an AWS consultant and saw how companies are now being pushed to deliver and deploy new applications faster than ever before. “And this is why Lambda spoke to me in particular,” Collins told me. He especially liked Lambda because it allowed developers to easily tie in the rest of AWS’s features. With an increased interest in microservices — that is, splitting complex applications into small parts that are connected by APIs — even relatively conservative enterprise companies are now looking at Lambda and similar platforms to help them speed up their development cycles.
Serverless is part of Heavybit’s program that helps startups take their developers products to market (others that have gone through the process before include the likes of Stripe, PagerDuty and CircleCI). The company now has twelve employees and Collins plans to use the funding to put more resources behind the development of the framework and to add support other cloud computing services beyond AWS.
One thing Serverless hasn’t quite decided on yet, though, is how it will monetize its service. Collins admitted that this is something the team is still working on, but as an open source company, there are some obvious avenues the Serverless can try (offering paid consulting services and paid proprietary features among those). Both Heavybit and Trinity Ventures (which previously invested in Docker and similar developer-centric companies) also have a lot of experience in how to monetize this kind of company. On GitHub, the project has received more than 11,000 stars and Serverless already counts the Coca-Cola Company among its users, so there is clearly demand and interest in its framework, even if the serverless movement itself is still very young.",2016-10-12,https://tctechcrunch2011.files.wordpress.com/2016/07/fb_data_center_tour-6.jpg?w=738,"enterprise,developers,aws-lambda",Serverless raises $3M to help developers go serverless
51,Lora Kolodny,"Noodle Partners Inc., a new education venture from the founder of The Princeton Review and 2U Inc., John Katzman, has raised $4 million in venture funding to help colleges and universities deliver high-quality certificate and degree programs online.
Philadelphia-based Osage Venture Partners led the investment in Noodle Partners and was joined by New Markets Venture Partners, 500 Startups and others.
Katzman tells TechCrunch that the challenge in delivering online education at the college and university level has changed dramatically over the last decade, and not just because of the rise of smartphones.
“People did not believe that higher ed could be as good online as a campus-based program. That’s because the first wave was full of for-profits that were just not very good schools. Today, there are many great schools online and we know the problem is not the medium. The new challenge is building and offering programs that are great, but also lower the cost of higher education,” Katzman said in 2008, when he co-founded 2U Inc. with Chip Paucek and Jeremy Johnson.
Trump University, and the University of Phoenix (owned by Apollo Education) are two famous examples of unscrupulous, for-profit online schools in that earlier wave. These organizations sold students on useless degrees and costly seminars that would leave them more in debt than anything else.
College enrollment in the U.S. has declined for five straight years, according to the most recent available data from the National Center for Education Statistics. That correlates with a 34% increase in the cost for undergraduate tuition, fees, room, and board at public colleges and universities, and a 25% increase at private non-profit institutions between 2004 and 2014.
Katzman believes that offering more of their degree programs online, and at a higher quality than ever before, will help colleges reverse that trend.
New York-based Noodle Partners offers colleges and universities help setting up an online degree program, instructional design for courses within the program, recruiting, tech support, and measuring student engagement along the way to course completion. The startup charges for setup and a flat fee per student.
Other companies doing this work (called “online program management”) will typically take a large percent of tuition they help schools generate from their online offerings, cutting into the school’s already challenged margins.
Competitors to Noodle Partners include 2U, the company Katzman started but with which he is no longer affiliated, Academic Partnerships, HotChalk, Keypath, Pearson Embanet, Wiley Education Solution and others.
Osage Venture Partners’ Nate Lentz said he backed Noodle Partners believing, “Something needs to change the cost curve in higher ed.”
The investor expects Noodle Partners to use its funding to roll out its OPM services and technology to top colleges and universities in the U.S., and expand enrollment in online programs at the schools where the company is already working today.",2016-10-12,https://tctechcrunch2011.files.wordpress.com/2015/02/graduates.jpg?w=738,"edtech,higher-ed",Noodle Partners raises $4 million to help colleges deliver degrees online
52,Lora Kolodny,"DroneDeploy wants businesses to be able to find a drone services provider as easily as anyone can find a place to eat dinner, anywhere in the world. So today, the company unveiled a new free Drone Mapping Directory.
Take, for example, a real estate developer who needs a finely detailed map of land where it may soon build a giant, corporate campus.
Instead of buying drones equipped to scan that property, then training or hiring pilots to fly them, the developer could just flip through the profiles on the Drone Mapping Directory, look at examples of maps they’d created in the past, then connect with the most desirable vendors in their area.
DroneDeploy developed this directory at the behest of its users, said CEO Mike Winn. Of course, helping professional drone operators tap into unmet demand in the market will also lead to increased use of DroneDeploy’s technology.
For the unfamiliar, DroneDeploy makes cloud-based software for drone operators which allows them to plan flights, then rapidly gather, store, analyze and create visualizations using data gathered from those flights.
DroneDeploy users have mapped and analyzed over 6 million acres in over 130 countries to-date, the company says.
Its systems are available on a freemium basis. Paying users get more storage capacity and professional features. They can, for example, create co-branded DroneDeploy maps to include in portfolios or deliver as final projects to their own clients.
Winn said that since the U.S. Federal Aviation Administration released its Part 107 rule, making it easier for individuals to become certified, commercial drone operators, small businesses providing drone services have been proliferating in the U.S.
More than 12,000 individuals have been certified as remote pilots under the rule since it went into effect in late summer, the CEO said.
Rather than building and flying their own proprietary drones, drone services providers use state of the art, available technologies to do things like shoot aerial videos for media and entertainment, conduct aerial surveys of farms, construction sites, or critical infrastructure, gather property damage information for insurance providers, or fly drones to gather data for scientific research.
Other directories and marketplaces exist for booking drone service providers, of course, including JobforDrones.com, or for aerial photography, Dronebase, and Airstoc.
The global market for commercial applications of drone technology is expected to exceed $127 billion in revenue by 2020, according to estimates from PwC. ",2016-10-11,https://tctechcrunch2011.files.wordpress.com/2016/10/dronedeploy-drone-mapping-directory-example-profile-10-10-16.png?w=738,,DroneDeploy launches a directory for professional drone operators
53,Lora Kolodny,"According to a new study published today from the American Civil Liberties Union, major social networks including Twitter, Facebook and Instagram have recently provided user data access to Geofeedia, the location-based, social media surveillance system used by government offices, private security firms, marketers and others.
As TechCrunch previously reported, Geofeedia is one of a bevy of technologies used, secretly, by police to monitor activists and the contents of their discussions online.
The ACLU said in a blog post that both Twitter and Facebook (which owns Instagram) made some immediate changes in response to their study’s findings.
“Instagram cut off Geofeedia’s access to public user posts, and Facebook cut its access to a topic-based feed of public user posts,” the ACLU said.
The ACLU also noted in their post:
“Neither Facebook nor Instagram has a public policy specifically prohibiting developers from exploiting user data for surveillance purposes. Twitter does have a ‘longstanding rule’ prohibiting the sale of user data for surveillance as well as a Developer Policy that bans the use of Twitter data ‘to investigate, track or surveil Twitter users.’”
On Tuesday, following the publication of the ACLU findings, Twitter announced that it would “immediately suspend Geofeedia’s commercial access to Twitter data.”
A Facebook spokesperson tells TechCrunch:
“[Geofeedia] only had access to data that people chose to make public. Its access was subject to the limitations in our Platform Policy, which outlines what we expect from developers that receive data using the Facebook Platform. If a developer uses our APIs in a way that has not been authorized, we will take swift action to stop them and we will end our relationship altogether if necessary.”
It’s worth noting that Facebook’s platform policy generically limits developers.
For example, it says developers are not permitted to “sell, license, or purchase any data obtained” from Facebook or its services. And they can’t transfer data they get from Facebook, including “anonymous, aggregate, or derived data,” to any data brokers. Finally, developers are not permitted to put Facebook data into any search engines or directories without the social network’s explicit permission.
We have reached out to Geofeedia for comment but executives were not immediately available for an interview.
A public relations consultant for Geofeedia sent a lengthy statement, attributed to Geofeedia CEO Phil Harris, defending the company’s practices in general. An excerpt follows:
Update: A company statement from Geofeedia was added to this post after it was originally published. ",2016-10-11,https://tctechcrunch2011.files.wordpress.com/2014/11/geofeedia.png?w=691,"aclu,social-media-monitoring","Facebook, Twitter cut off data access for Geofeedia, a social media surveillance startup"
54,Ron Miller,"We’ve been hearing all artificial intelligence, all the time from the Customer Relationship Management (CRM) industry over the last several weeks. Microsoft is the latest to trumpet its AI capabilities for sales people with the general availability of Dynamics 365 coming on November 1st.
Microsoft announced last summer that it was going to be combining its ERP and CRM into a unified solution, and this is the culmination of that announcement. Like many large organizations, Microsoft tends to deliver the news in waves — it’s coming, it’s in beta, it’s here.
While the news smacks of “look at me too,” Microsoft points out it has been working on AI long before its biggest competitors like Salesforce and Oracle, which recently announced their own AI capabilities at their respective customer conferences, Dreamforce and Oracle Open World.
Microsoft has built in a couple of intelligence features into the release designed specifically for sales and service personnel. First, there is Customer Insights, a stand-alone cloud service, which enables users to bring in a variety of internal and external data sources. Companies can integrate all of this data with internal metrics (KPIs) to drive automated actions based on the data. The solution includes partner data from the likes of Facebook and Trip Advisor (proving you don’t need to own an external data source to take advantage of it).
It’s been designed as a stand-alone service that can work with any of the Dynamics 365 CRM components — sales, customer service or field service — and can also work with any external CRM tool with open APIs. This last point is particularly telling because it’s giving customers who might not be using Dynamics 365 (but are using other Microsoft tools like Outlook) access to this feature.
The second piece is called Relationship Insights, which as the name suggests gives sales people information about the status of their customer relationships at any given moment. It’s built on the on the Cortana Intelligence Suite, which Microsoft introduced in 2015 and uses tools like sentiment analysis to check on the likelihood of the deal closing and the next best action to take.
If this sounds familiar, it should because it’s very similar to what we’ve been hearing over the last month from a variety of CRM vendors. While you might legitimately wonder why sales and service people are the recipients of all the wonder that is AI in the enterprise, it seems like a reasonable starting point to improve the likelihood of making sales and understanding your customers better, an increasingly important capability in the mobile-social-cloud age.
It’s important to remember that we are really just at the rudimentary beginnings of where this type of technology could eventually take us. Over time we will see this intelligence added to bots (and other delivery methods) to hide the complexity of the underlying software and guide users to an answer or solution. The idea is to increase our productivity over time, although we are a long way from achieving that goal just yet.
For now, know that Microsoft has consolidated its artificial intelligence tools into a single, coherent division and just about every vendor — not just those selling CRM — is trying to build some level of intelligence into its products. Dynamics 365 is just the latest manifestation.",2016-10-11,https://tctechcrunch2011.files.wordpress.com/2016/09/gettyimages-452481532.jpg?w=738,"erp,crm",Microsoft announces GA of Dynamics 365 with AI features
55,Ron Miller,"Last year Apttus, which provides pricing, quoting and contract building on the Salesforce platform was growing at a crazy rate. It appeared to be headed to IPO or a Salesforce purchase when it got a punch to the gut. Salesforce bought Steelbrick instead.
Sources say, Apttus might have gotten greedy, thinking it was the only enterprise CPQ product out there that provided the best fit for Salesforce’s target enterprise customer base. These sources say, it believed it could ask Salesforce for a premium price. Salesforce apparently balked and bought Steelbrick instead for $360 million.
While Salesforce didn’t get the heavy-duty enterprise customer base with Steelbrick, it got a better price, a similar product built on its platform and easy integration with the Salesforce product family. It was willing to make that trade-off and Apttus was left to reevaluate its future without Salesforce as potential buyer. While there was talk of a 2016 IPO, the market took the wind out of that discussion for this year.
After Salesforce’s bought Steelbrick, the first thing Apttus did was to begin to build some separation, porting the product from the only platform it had ever known to Microsoft Dynamics. While Microsoft’s product has substantially less marketshare, it offers the kind of enterprise customers that fit well with Apttus’ customer base.
They also starting looking to the future and thinking about new ways to deliver the product. Last week I visited the company booth at Dreamforce, Salesforce’s customer conference, where Apttus still has a substantial presence, and I saw a company experimenting with advanced technologies like virtual reality and bots.
I got a chance to try the application using Microsoft Hololens, the company’s virtual reality platform. While it’s rough, it provides a pathway to deliver Apttus software via a virtual reality interface. In the demo, I’m inside an airplane and I can try different designs like single seat or double seats. I can click the choice I want with a clicker in my hand, and as I make my choices, I can look to the side and see a pricing sheet with my choices and the total cost.
They have also developed a bot, which feels much further along than the VR application. Using the bot, you can undertake activities such as starting a contract, and copying content from another contract as the basis. You can tell the bot what to edit, all with simple human commands and you generate a PDF at the end, which you can review and share.
 
It takes what once was a complex set of tasks involving a lot of copying and pasting and has distilled it down to a conversation with the software. The bot, which is built using Microsoft Azure tools works in Slack and Skype for now, but could work with other messaging software in the future.
Apttus took a new $88 million round of funding at the end of last month on a reported valuation of $1.3 billion. The company hasn’t made a secret of the fact it wants to go public, and expects to do that next year.
For now, with Salesforce no longer a likely suitor, the company is moving on and taking steps to ensure it can survive with Salesforce or without it — and bots and VR could be a big part of that.",2016-10-10,https://tctechcrunch2011.files.wordpress.com/2016/10/ron-apttus-hololens.jpg?w=477,"dreamforce,cpq,apttus",Apttus looks to the future with bots and virtual reality
56,Ingrid Lunden,"After 20 months in a closed beta under the working title Facebook at Work, (as we predicted it would the other week) today Facebook is finally bringing its enterprise-focused messaging and social networking service to market under a new name, Workplace.
It’s not only armed with a new brand: Workplace is launching with a new kind of pricing model based on Facebook-style monthly active user metrics; and some pretty big ambitions after picking up 1,000 organizations as customers while still in its free, pilot mode (up from 100 a year ago).
Workplace — which is launching as a desktop and mobile app with News Feed, Groups both for your own company and with others, Chat direct messaging, Live video, Reactions, translation features, and video and audio calling — is now opening up to anyone to use, and the operative word here is “anyone”.
To really gain critical mass for the product and help it stand out from others in the market, Facebook is courting not just companies’ white-collar, desk-dwelling “knowledge workers” who typically buy and use enterprise messaging software.
It also wants to bring on the much wider global wedge of employees who serve customers, maintain machines or otherwise roam as part of their jobs — people who may already be using Facebook in their non-working life, but who have rarely been co-opted into an organization’s wider digital collaboration efforts in the past.
Workplace is opening for business long after a number of competing services have made their mark and picked up significant traction — popular rival software in the area of enterprise communication and messaging includes the likes of Slack, Yammer (now part of Microsoft), Chatter from Salesforce, Hipchat and Jive, among many others.
There are even a range of lesser-known business messaging apps built specifically for “non-desk” workers, including Zinc (originally called Cotap), Beekeeper and more.
Why the delay? “We had to build this totally separate from Facebook, and we had to test and get all the possible certifications to be a SaaS vendor,” Julien Codorniou, director of Workplace, explained in an interview in London, where the development of the product was based. Those developments are still happening. He told me that as of last week Workplace joined the US/EU Privacy Shield. 
The other reason has to do with the kinds of companies and non-traditional SaaS buyers it was targeting. “We wanted to see how it would work in very conservative industries and government agencies,” he said. “We had to test the product in every possible geography and industry, especially the most conservative ones. We feel we are ready for primetime now.”

Workplace may not be first to the market, but it’s hoping to woo people with a few twists.
One of these comes in the form of pricing. Enterprise software companies typically follow a few standard business models: they include charging per-seat, based on a certain number of users at your company; in larger tiers based on the same principle of user numbers; based on feature sets; and under a freemium model, where you get a small number of basics for a small group, with the understanding that you soon be ramping up to more features in the paid tiers.
Facebook has thrown most of this out of the window and is opting instead to take a page from its own book of metrics.
It’s going to offer everyone the same features, and charge for Workplace by monthly active users — defined in this case as opening up and using Workplace at least once in the month. Facebook will charge $3 per user per month for the first 1,000 users; $2 for the next 1,001-10,000; and $1 for any MAUs above that.
(As a pricing point of comparison, Slack charges $8 and $15 per active user per month for two tiers of features, with the price going down if you pay annually. It has yet to launch its enterprise tier for extra-large organizations.)
The reason for the pricing by MAUs, and at these competitive prices, was made for a couple of reasons. For starters, it means that what is being bought becomes more transparent to the customer.
But also: Facebook then holds itself more accountable for the service. You pay only for what you are actually using, and Facebook essentially only gets paid for how engaging it’s managed to make the service, much like ads that run on the platform.
“We wanted to build enterprise software the Facebook way,” said Codorniou.
Another interesting aspect of the pricing concerns the tiers of numbers Facebook is throwing around. The company would not give us a total number of MAUs for Workplace as of today. But it is clear that the aim is to target very large companies and other organizations with this product.
Some of the early customers that Facebook has signed up have included 36,000 employees at the carrier Telenor, and 100,000 employees at the Royal Bank of Scotland, and today Facebook’s announcing more such as Danone (100,000 employees), Starbucks (238,000 employees) and Booking.com (13,000).
It also has organizations like the Royal National Institute for the Blind, Oxfam, and the Government Technology Agency of Singapore.
While Facebook is charging for Workplace, making tons of money from it doesn’t appear to be its actual goal — not at first, at least. The goal, Codorniou said, is to gain some critical mass for the product.
“We’re going to grow Workplace like Instagram and Messenger,” he said. “Before you even think about monetization, we want to spend the first years growing it. We are obsessed with growth.”
Another way that Facebook might just succeed with at least getting people to try out Workplace, if not switch over to using it permanently, is based on the fact that works just like Facebook itself.
With the main consumer service now pushing past 1.7 billion monthly active users, it’s likely that a good portion of a company’s employees will either already know the service, if not already use it.
This will mean people will be instantly familiar with how the product looks and works, which in the closed beta has translated into a very high amount of engagement with the product. Among the 1,000 companies and other organizations that have been using Workplace in its closed beta, there have been no fewer than 100,000 user groups already created.
As we have written about Facebook at Work in the past, much of Workplace will essentially look just like the Facebook you already know and probably use today.
There is a News Feed. There are Groups that you can build within your own company and with colleagues at other organizations that you work with regularly. There is a Messenger equivalent that Facebook refers to as “Chat”.
There is Live video as well as group video and audio calling. You can comment on posts with multi-emotional Reactions and there are automatic translation features.
There are also some partnerships from day one that speak to the aim of working with big enterprises that may already be using other services. They include the likes of Okta, OneLogin and Ping for log-ins and identity services, Box for storage, and integrators like Deloitte and Sada Systems.
But generally speaking, there isn’t a long list of integrations that will work with Workplace from the start, a la Slack, which lets you bring in work and data from hundreds of other apps with short-cut slash-commands.
Codorniou said that this was intentional.
“We wanted to talk about an easy to use product and democratic pricing with customers,” he said. “When I talked to the CEO of Danone, whose 100,000 employees include many people without computers and desks, usage and engagement were more important than whether Workplace integrated with Workday or Quip.” 
(Interesting sidenote to this: for now, Cordorniou told me that Facebook requires all potential sales partners and integrators to actually sign up for Workplace and use it before they are allowed to work on it. “I don’t see how you can sell it without using it first,” he said.)
From what I understand, it’s likely that Slack-style integrations, along with other bells and whistles like bots and the multitude of other features that have invaded Messenger, are likely to come down the line very soon, with the first of them making an appearance at Facebook’s F8 conference this coming spring.
For now, the message to the market may be big enough: Facebook has become a de facto platform for billions of consumers globally to communicate with each other in the digital world, and now it is aggressively moving to be the same in the working world.",2016-10-10,https://tctechcrunch2011.files.wordpress.com/2016/10/04_workplace_homepage_desktop.png?w=738,,Workplace by Facebook opens to sell enterprise social networking to the masses
57,Ron Miller,"Salesforce has been on a shopping spree this year, spending in the neighborhood of $5-6 billion on 10 companies. That’s why it was interesting to hear company president, vice chairman and COO, Keith Block talk about what they look for in an acquisition target at a press conference at Dreamforce this week. This is particularly true in the context of rumors that Salesforce was interested in buying Twitter.
First of all, it’s worth noting that most Salesforce purchases this year and over the years have typically been under $1 billion. The notable exception was the $2.8 billion the company spent for Demandware in June and the $2.5 billion it spent to buy ExactTarget in 2013. A more comfortable level appears to be in the $100 – $300 million range (although the company spent $750 million to buy Quip last summer and a similar total amount to get the ad tech company Krux this week).
But there is more to a buying decision than purely just money — and this is worth keeping in mind in the context of a possible Twitter deal. Block reiterated something that he said last year at the Dreamforce press conference — that Salesforce always looks at M&A activity in the context of the customer, and how the purchase will drive their relationship with their customers.
That said, he noted they do not do M&A willy-nilly. They have a methodology and a list of companies they could be interested in at any given time, one which they are constantly updating. To get on the list, they look at a number of different criteria and balance what the target company could bring to Salesforce (and its customers), and the possible risk of buying the company.
“We look at culture. Will it be a good cultural fit? Is it good product fit? Is there talent? Is there financial value? What are the risks of assimilating the company into our company,” Block explained.
He said once you acquire the company, you then have to balance integration versus innovation. You’re buying the company for the technology, and you don’t want to quash all of the reasons you are spending the money to bring it into the fold. At the same time, there has to be some level of integration within the organization at large.
“If you drive growth and experimentation, you might not get leverage into the installed base. If you push too hard on integration you get cost savings, but you might hurt innovation,” Block explained.
If you look at Quip as an example, Salesforce obviously sees Quip as a strategic asset or it wouldn’t have bought it, but the company continues to operate independently with customers outside of Salesforce. At the same time, it has begun to build integration points from Quip into the Salesforce platform. So you can see the balance between integration and innovation right there.
As for Twitter, looking at the buying process Block outlined, it makes it appear even less likely that Salesforce would leave its purchase-price comfort zone. Sure, all that real-time data is a tantalizing target, especially for a company pushing artificial intelligence, but the price has to be right, the fit has to be right, and it’s not clear it would be, or if it would be worth the significant financial risk.
This has to be part of standard on-going internal discussion at Salesforce as it looks at any acquisition target, and it would seem business discipline would require they stay true to that approach, regardless of the company they are looking at.",2016-10-08,https://tctechcrunch2011.files.wordpress.com/2016/10/keith-block.jpg?w=738,"mergers-and-acquisitons,crm,keith-block",The method in Salesforce’s M&A madness
